id,subject,body,label
2228,From Dr Ibrahim,"FROM THE DESK OF DR.IBRAHIM QUATTARA 
AUDITOR, 
FEDERAL MINISTRY OF HEALTH AND 
SOCIAL SERVICES, 
DAKAR SENEGAL. 

DEAR FRIEND. 

LETTER FOR URGENT ASSISTANCE ON FUND TRANSFER 

First,i must solicit your strictest confidence in this transaction.This 
by viture of its nature as being utterly confidential and TOP SECRET. 
I got your contact in our search for a foriegn partner who has the 
ability and reliability to prosecute a transaction of great magnitude 
involving a pending business transaction requiring maximum confidence.

We are top officials of the Federal Ministry of Health and social
services Dakar Senegal, 
We are intrested in ivestments in your country with  funds which are 
presently trapped here Senegal in  other to commence this 
business we solicit your assistance to enable us transfer into your
account the 
said trapped funds. 

The source of this fund is as follows: During our last year Auditing, we
find out that 
some government officials set up  companies   and awarded themselves
contracts which were grossly over invoiced in various Ministries, We
also identified a lot of inflated contracts funds which are presently
Deposited in a BANK here in Dakar 

However,by virture of our position as civil servants and members of the 
panel ,we cannot acquire this money in our name.I have therefore ,been 
delegated as a matter of trust by my colleagues of the panel to look for
an overseas 
patner into whose account we would transfer the total sum of
USD$25,500,000.00 
[TWENTY FIVE MILLION,FIVE HUNDRED THOUSAND UNITED STATES DOLLARS]. 

Hence we are writting you this letter.We agreed to share the money thus:

[1] 20% FOR THE ACCOUNT OWNER [YOU] 
[2] 80% FOR US [THEOFFICALS] 

It is from the 80% that we wish to commense investments in your country 
as you will also stand as our foriegn agent over there.Please note that 
this transaction is 100% safe and we hope to commense the transaction 
latest seven[7]days from the date of the receipt of the following 
information bellow. 

[A] COMPANYS NAME BENEFICIARY OF ACCOUNT. 
[B] YOUR PERSONAL TELEPHONE NUMBER AND FAX NUMBERS. 
[C] BANK ACCOUNT/SORT/ABA/ROUTING NUMBERS 
WHICH THE FUND WILL BE TRANSFERED TO . 
[D]YOUR BANK ADDRESS,TELEPHONE NUMBERS/FAX NUMBERS. 

The above information will enable us commense the transfer of this funds

into your account in your country without delay and also to open an 
account in your name. 

We are looking forward to doing this business with you and solict your 
confidentiality in this transaction. 

Please acknowledge the receipt of this letter using the above email 
address,I will bring you into the complete picture of this pending 
project when i hear from you. 

With Kind regards, 
Dr Ibrahim Quattara.   
  ",1
2229,CONTACTING YOU URGENTLY,"                        URGENT BUSINESS PLAN 


DEAR , 

IN ORDER TO TRANSFER OUT ( TWENTY SIX MILLION U.S.DOLLARS) FROM OUR BANK. I HAVE THE COURAGE TO LOOK FOR A REALIABLE AND HONEST PERSON WHO WILL BE CAPABLE FOR THIS IMPORTANT BUSINESS. BELIEVING THAT YOU WILL NEVER LET ME DOWN EITHER NOW OR IN FUTURE. 

I AM MR. PASCAL IBE.THE MANAGER OF UNITED BANK OF AFRICA PLC (U.B.A). THERE IS AN ACCOUNT OPENED IN THIS BANK IN 1980 AND SINCE 1990 NOBODYHAS OPERATED ON THIS ACCOUNT AGAIN. AFTER GOING THROUGH SOME OLD FILES IN THE RECORDS I DISCOVERED THAT IF I DO NOT REMITT THIS MONEY OUT URGENTELY IT WILL FORFEITED FOR NOTHING. 

THE OWNER OF THIS ACCOUNT IS MR JACK HAMILTON A FORIGNER AND THE MANAGER OF PETROL CHEMICAL SERVICE, A CHEMICAL ENGINEER BY PROFFESSION AND HE DIED SINCE 1990. NO OTHER PERSON KNOWS ABOUT THIS ACCOUNT OR ANYTHING CONCERNING IT, THE ACCOUNT HAS NO OTHER BENEFICIARY AND MY INVESTIGATION PROVED TO ME AS WELL THAT HIS COMPANY DOES NOT KNOW ANYTHING ABOUT THIS ACCOUNT AND THE AMOUNT INVLOVED IS(U.S.$ 26,000,000.00). I WANT TO TRANSFER THIS MONEY INTO A SAFE FOREIGNERS ACCOUNT ABROAD BUT I DON'T KNOW ANY FOREIGNER, I AM ONLY CONTACTING YOU AS A FOREIGNER BECAUSE THIS MONEY CAN NOT BE APPROVED TO ANY LOCAL BANK HERE BUT CAN ONLY BE APPROVED TO ANY FOREIGN ACCOUNT BECAUSE THE MONEY IS U.S DOLLARS AND THE FORMER OWNER OF THE ACCOUNT IS MR JACK HAMILTON AND HE WAS A FOREIGNER TOO. 

I KNOW THAT THIS MESSAGE WILL COME TO YOU AS A SURPRISE AS WE DON'T KNOW OUR SELFS BEFORE, BUT BE SURE THAT IT IS REAL AND A GENUINE BUSINESS. I  GOT YOUR CONTACT FROM OUR CHAMBERS OF COMMERCE SEARCHING WITH BELIEVE IN GOD THAT YOU WILL NEVER LET ME DOWN IN THIS BUSINESS, YOU ARE THE ONLY PERSON THAT I HAVE CONTACTED FOR THIS BUSINESS FOR NOW. SO PLEASE REPLY URGENTLY. 

I AM CONTACTING YOU BECAUSE OF THE NEED TO INVOLVE A FOREIGNER WITH A FOREIGN ACCOUNT AS THE REAL BENEFICIARY. I NEED YOUR CO-OPERATION TO MAKE THIS WORK FINE, BECAUSE THE MANAGEMENT IS READY TO APPROVE THIS MONEY TO ANY FOREIGNER WHO HAS THE CORRECT INFORMATION TO THIS ACCOUNT, WHICH I WILL GIVE TO YOU WHEN SURE OF YOUR CAPABILITY TO HANDLE SUCH AMOUNT IN STRICT CONFIDENCE AND TRUST, ACCORDING TO MY INSTRUCTIONS AND MY ADIVICE FOR OUR MUTUAL BENEFIT BECAUSE I DON'T WANT TO MAKE ANY MISTAKE, I NEED YOUR STRONG ASSURANCE AND TRUST. I SHALL DESTROYED ALL DOCUMENT CONCERNING THIS TRANSACTIONS IMMEDIATELY WE RECEIVED THIS MONEY LEAVING NO TRACE TO ANY PLACE. 

I WILL USE MY POSITION AND INFLUENCE ON OTHER STAFFS TO EFFECT LEGAL APPROVALS AND ONWARD TRANSFER OF THIS MONEY TO YOUR ACCOUNT WITH APPROPRIATE CLEARANCE FROM FOREIGN PAYMENT DEPARTMENT. WITH ASSURANCE THAT THIS MONEY WILL BE INTACT PENDING MY PHYSICAL ARRIVAL IN YOUR COUNTRY FOR THE SHARING AND OTHER INVESTMENT.  AT THE CONCLUSION OF THIS BUSINESS, YOU WILL BE GIVEN 25% OF THE TOTAL AMMOUNT, 70% WILL BE FOR ME, WHILE 5% WILL BE FOR EXPENSES , BOTH PARTIES MIGHT HAVE INCURED DURING THE PROCESS OF THIS TRANSACTION. 

I LOOK FORWARD TO YOUR EARLIEST REPLY THROUGH THE E-MAIL AS AT ABOVE OR THROUGH MY PRIVATE E MAIL ADDRESS(richcoll88@tatanova.com]                               
   

YOURS TRULY, 

MR. PASCAL IBE. 



",1
2230,organization announcement,"from the desk of susan neville
i am very pleased to announce that effective may 16 , steve thomas will transfer to storage services as storage capacity manager reporting to me . he will be responsible for determining / managing physical storage capacities available for sale with a focus on revenue opportunities and physical operations . he will remain in omaha .
steve brings his engineering background as a sr facility planner and 20 years of experience with the company to the storage services team . steve is highly regarded by his current team for his accurate and consistent planning analysis of market area projects . prior to joining the facility planning team in 1993 , he likewise earned the respect of his team as a staff reservoir engineering and gained valuable storage experience while in redfield , ia . steve has a b . s . in civil engineering from unl .
i am equally pleased to announce that preston roobaert has accepted the position of account director , replacing morgan gottsponer on the storage team , effective may 23 . preston is currently an account director , account services , for ngpl , a position he ' s held since 1996 . preston ' s experience includes marketing both transportation and storage services on ngpl and trailblazer . he has held several engineering ( including storage engineering ) and marketing positions with ngpl over the last 10 years . he has a b . s . in mechanical engineering from texas tech university .
please join me in welcoming steve and preston to the storage services department .",0
2231,changes in registration for cera access,"cera notified us yesterday of new procedures for accessing the cera web site .
if you have never registered for www . cera . com , please follow the procedures attached .
call me if you have any questions .
lorna m . brennan
competitive intelligence
enron transportation services
omaha 402 - 398 - 7573",0
2232,re : extreme value theory applied to weathet,"dear vince and grant ,
i am currently reviewing some of the more erecent references on evt and its
application . i get back to you shortly with some points regarding the
usefulness of evt and how traders ( electricity and weather ) can benefit from
evt .
cheers ,
christian
to : christian werner / enron _ development @ enron _ development
cc :
subject : re : extreme value theory applied to weathet
christian :
to my knowledge , the research group is examining evt primarily in the context
of value at risk calculations . we have not looked at evt for power , because ,
to date , we have been focussing on shorter term fundamental forecasting of
price excursions : i . e . given tomorrow ' s load forecasts and expected plant
dispatch , we attempt to predict which lines will become constrained and how
the system will react to alleviate these constraints . i would be interested
in your thoughts on how evt would benefit the traders however . as far as the
weather goes , i would expect the weather desk to use evt at some level .
clearly you should talk to joe hrgovcic , the researhc chap attached to the
weather desk , for a more accurate assessment .
cheers ,
grant .",0
2233,We are searching for representatives,"Golden Neo-Life Diamite (GNLD)
SOUTH AFRICA
Johannesburg: Head & DSC Office
54 Steel Road, Spartan, 1619
Gauteng, South Africa .
Tele/Fax:27-762901347.
Website:www.gnld.co.za

Dear Sir/Madam,
           I am Dr.Obafemi Heinz,sales manager GNLD South Africa.We are a 
company with a group of registered doctors.which deals on Phamaceuticals,Medical,Food supplements and Home care products and export into the Canada/America and Europe.We are searching for representatives who can help us establish a medium of getting to our downlines/customers in the Canada,America and Europe as well as making payments through you to us. Please contact us for more information, Subject to your 
service you will retain 10% of every payment made to you for your services as 
our representative in Canada/America and Europe. Please if you are interested forward to us the complete information required below.
please filling the blank spaces below:
1.Your Full Names:
2. Your Full Contact Address:
3.State/Country:
4. Your Phone :
5.Fax Numbers:

And send details to: managersales@webmail.co.za.

Best Regards,
Dr.Obafemi Heinz
Sales manager
GNLD
 

",1
2234,IMPORTANT PROPOSAL,"Dear Sir,

Re: FIRST TRANSFER OF $6M [Six million] US DOLLAR

I am jubeeg venture, the operational manager in account management section incharge of credit and foreign bills of one of the prime banks here in South Africa. I am writing in respect of a foreign customer of my bank who perished with his whole families on
25TH JULY,2000 CONCORDE PLANE CRASH [ Flight AF4590 ] with the whole passengers aboard. 

There is an account opened in this bank in 1998 by this great late INDUSTRIALIST who died without a written or oral WILL attatched to the account. Since his death , I personally has watched with keen interest to see the next of kin but all has proved abortive as no one has come to claim his funds and no other person knows about this account or anything concerning it,the account has no other beneficiary and until his death he was the manager of his company.

The total amount involved is 106,000,000.00 USD.[ One hundred and six million United States Dollar ]. We wish to start the first transfer with $6,000,000.00
[Six million] and upon successful transaction without any disappointment from your side, we shall re-apply for the transfer of the remaining balance to your account.

I have secretly discussed this matter with the general manager of the bank who I must involve in order to have a smooth and a successful transfer of the fund to any foreign bank account which you are going to nominate. On this note, I decided to seek for a reliable foreigner who will act as the foreign beneficiary of the fund from the deceased by providing
his/her bank account where the fund will be transferred for immediate investment on any viable project as no one has come up to be the next of kin.

The banking ethics here does not allow such money to stay more than six years without claim hence the money will be recalled to the government treasury as unclaimed after this long period of domancy. 

In view of this I got your contact through my personal search to see if you can assist by providing your safe bank account for the transfer or find a reliable person who will be capable of receiving such amount in his or her personal account.At the conclussion of the
transfer 65% of the fund will be for me, I will give you 20% of the total transfer sum, 10% for charity both in Africa and in your country while the remaining 5% will be set aside to settle expenses both parties might incure during the transfer process.

Upon the receipt of your reply, I will send to you a detailed information about the transaction. I will not fail to bring to your notice that this business is 100% risk and trouble free and that you should not entertain any fear as all modalities for fund transfer
can be finalized within 7 to 9 banking days, after you apply to the bank as the beneficiary of the fund from the deceased. 

When you receive this letter. Kindly send me an e-mail or you can call me or fax me VIA: 
TEL:870} 763 648313, {870} 763 648314,
FAX:(870} 763 648315. You should also include
your private fax and phone numbers for easy and safe communication.
Reply me through my alternative email box.{,jubeeg1@zwallet.com}

Respectfully yours,
Jubeeg Venture.
Freeserve AnyTime - HALF PRICE for the first 3 months - Save Â£7.50 a month 
www.freeserve.com/anytime",1
2235,HELLO,"
    DEAR PARTNER.
I am  Sabastian Gomez. an auditor and accountant with a bank here in Afica
Nigeria precisely.
There is a fixed deposit of Â£15,000,000.00 ( Fifteen Million Pounds Starling)
made to this bank since 1994 which is ten years now and since
then no claim or withdrawal have been made on this
deposit. Fortunately, I have been the person working on
the interest from the day of deposit to date. The
interesting part of it is that the fixed deposit
belongs to the late John Hughe a forigner, a civil engineer by profession.this
means that the account may have been
abandoned by the surviving family members or that they
are not even aware of the existence of the deposit.
 


However, I just finished updating the interest of the
deposit this october, and it has come up to
Â£37,000,000.00 at the 3% interest rate per annum. It
is this interest that I am interested in because I
know very well that the family will care less on what
happens to the interest if they  want to redeem the
deposit, they will be interested on the main money,
that is if they are able to claim it at all because all
the money lodged into different banks here in Arica are now been claimed
by the Nigerian government.


Meanwhile, my plan is to withdraw just some amount
from the accumulated interest and transfer it to a foreign account. which
will not even
affect the main fixed deposit. I will give you the
details of procedure and my full ID when I receive
your reply and indication of partner. Your reward and
amount to withdraw will be our mutual agreement to
avoid any misunderstanding.

We have noting to lose, we only courage to do this. 

Sincerely yours,

BANK AUDITOR.
SABASTIAN.



",1
2236,curtains,"hey ! the curtains look good - - i hope they do when they are hung - - lacy & i
are planning to come next friday the 18 th . when ya ' ll go to the rodeo . i ' m
taking a personal day from the bus and leaving early . thought i would bring
them . answer & let me know if that ' s ok . if you need them before then i ' ll
try to get them mailed . hope sweet cole is feeling better over his cold .
love you , mom
get your private , free email at http : / / www . hotmail . com",0
2237,fw : [ fwd : fw : drawing by a school age child in pa ( fwd ) ],"thought you guys might like to see this .
tom
- - - - - original message - - - - -
from : "" lyne martin "" @ enron [ mailto : imceanotes - + 22 lyne + 20 martin + 22 + 20 + 3 clynemartin + 40 msn + 2 ecom + 3 e + 40 enron @ enron . com ]
sent : friday , september 21 , 2001 1 : 42 pm
to : margaret bassani ; martin , thomas a . ; tammy lanasa ; stacy ewing ; ken mary martin ; wendy lijewski
subject : fw : [ fwd : fw : drawing by a school age child in pa ( fwd ) ]
- - - - - original message - - - - -
from : susan carlock
sent : friday , september 21 , 2001 9 : 55 am
to : tracy and steve schultz ; tom and lyne martin ; sara and mark hanson ; phil and isabel o ' brien ; jack and bonnie babcock ; elaine morelock ; alan carlock
subject : fw : [ fwd : fw : drawing by a school age child in pa ( fwd ) ]
this is just an amazing piece of art work by a school aged child .
- - - - - original message - - - - -
from : denise kelly [ mailto : dkelly @ us . hynix . com ]
sent : thursday , september 20 , 2001 2 : 44 pm
to : carl kelley ( e - mail ) ; carol moree ( e - mail ) ; mark michelle knapp ( e - mail ) ; nanette woosley ( e - mail ) ; rhonda wood
( e - mail ) ; tina carter ( e - mail ) ; tish sweeney ( e - mail )
subject : fw : [ fwd : fw : drawing by a school age child in pa ( fwd ) ]
- - - - - original message - - - - -
from : becky dunn
sent : thursday , september 20 , 2001 12 : 25 pm
to : cindy missana ( e - mail ) ; christine reyner ( e - mail ) ; tina braska ;
denise kelly ; sandy reza ( e - mail )
subject : fw : [ fwd : fw : drawing by a school age child in pa ( fwd ) ]
- healing . gif",0
2238,new poi on tw / calpine,"the following poi was established on transwestern effective 11 / 15 / 00
name : calpine so . point power del
poi # 78113
poi type cic ( commercial / industrial connect )
drn # 288275
operator : calpine energy services , lp
this point has been added to the west of thoreau deliveries and interruptible
deliveries templates .
if anyone has questions , please advise .
karen brostad",0
2239,econnect vpn,"you have been approved and added to the econnect remote access solution . your user account will be granted remote access permission by it security within 24 hours . please follow the instructions in the attached document .
if you require technical assistance , please call the resolution center at 713 . 853 . 1411 .
thanks ,
mustafa cochinwala",0
2240,re : transitional assignments,"all
i am really sorry to do this , but i must run home now and i am off tomorrow .
i will respond to this message on friday am london time . brent - please can
you forward work permit application to lisa mcrae , my assistant , who will get
the work permit rolling .
thanks
tara
enron capital sally - husband and 3
children - ages 15 , 11 and 2 ) . i understand that the houses which have been
vacated due to returning expats have all been filled , so can you have someone
arrange for corporate housing that will accommodate them ?
immigration - due to the fact that they will be traveling back and forth and
have made trips already , i feel it would be best to apply for work permits
versus using the visa waiver . i have sent them the forms and requested that
brent complete his and file immediately to increase chances of getting his
sometime shortly after he arrives in the uk . i have informed him that he
should arrive without his family if the permit has not been received by april
1 .
tax - please confirm whether paye will need to be paid for them during the
short term assignment and then reclaimed through a treaty benefit .
benefits - i have suggested that they remain on us domestic payroll and
benefits and , if medical claims arise that exceed what they would have spent
in the us , they may claim the excess on the expense report .
per diem - we need to discuss the appropriate amount based on family size .
let me know of any other issues we need to address . as always , i appreciate
your help .
jane",0
2241,Business Proposal.,"


Good day to you.

I am Ahmed Ali the director in charge of Auditing and Accounting section
of Bank of Africa Benin in West Africa,and also a special account officer
of  Mr. Abel Faiza Bahar, a  Lebanese.He was a Seasoned Contractor with
Benin Cement Company in Benin Republic., who unfortunately died in the
plane crash of Union Transport Africaines Flight Boeing 727  in Cotonou,
Benin republic on the december 26,2003.

You will read more stories about the crash on visiting this website:
www.cnn.com/2003/WORLD/africa/12/26/benin.crash/

Before his death on the 26th December 2003, Mr. Abel Faiza Bahar has a
fixed deposit account with the bank and no other person knows about this
account or any thing concerning it, the account has no other beneficiary
and my investigation proved to me that his supposed next of kin died along
with him in the crash. Since then I have made several enquiries to locate
any of my clients extended relatives, this has also proved unsuccessful.
After these several unsuccessful attempts, I decided to  contact you. I
contacted you to assist in repatriating the money left behind by my client
before they get confiscated or declared unserviceable by the bank.

Consequently, Since I have been unsuccessful in locating the relatives 
for over 5 weeks now. I seek your consent to present you as the next of
kin  of the deceased so that the proceeds of this account valued at
US$10.8 million can be paid to you and then you and me can share the
money. 80% to me and 20% to you.I have all necessary legal documents that
can be used to back up any claim we may make. All I require is your honest
co-operation to enable us see this deal through. I guarantee that this
will be executed under a legitimate arrangement that will protect you from
any breach of the law. All documents of transaction will be destroyed
immediately we receive this money leaving no trace to any place.

If this proposal is acceptable to you, kindly email your following
information to me:

a.Complete names
b.Private telephone number
c.Private fax number
d.Private email

Until you write,have a nice day and God bless. You can also contact me via
another email:ah_ali_benin@yahoo.com

Sincerely,Ahmed Ali.


",1
2242,REPLY ME.,"
Dear  Friend,
 
 This message might meet you in utmost surprise. However,it's just my urgent need for a foreign partner that made me contact you for this transaction.I am a banker by profession from ouagadougou-Burkina faso in west Africa and currently holding the post of Foreign Remmittance Manager in our bank Burkina Faso office . I have the opportunity of transfering the left over funds US$15.5MILLION (FIFTEEN MILLION FIVE HUNDRED UNITED STATE DOLLARS) 
 
I have the courage to look for a reliable and Honest Person who will be capable for this important business Transaction, believing that you will never let me down either now or in Future. 
 
The owner of this account is PATRICK.ALOYSIUS.HOEY, foreigner and he is the executive manager of tunnels, bridges and terminals, Port Authority of New York and New Jersey.He died in world trade center as a victim of the September 11,2001 Incident that befall the United State of America, You can confirm the genuiness of the deceased death by clicking on thiswebsite http://www.september11victims.com/september11victims/VictimInfo.asp?ID=1365
i am inviting you for a business deal where this money can be shared between us in the ratio 70/30  if you  agree to my business proposal.Eagerly waiting for  your response.
 
Please contact me immediately whether or not you are interested in this deal.If you are not,it will enable me scout for another foreign partner to carry out this deal.But where you are interested, forward your details to my PRIVATE EMAIL ADDRESS below musa_saladin@myway.com,
 
(1) Full Name:
(2) Postal Address:
(3 Telephone and Fax Number:
(4) Occupation:
(5) Date of Birth:
I look forward to your earliest reply by email for more details Thanks.
Best regardsMr Musa Saladin
_________________________________________________________________
With Windows Live Hotmail, you can personalize your inbox with your favorite color.
www.windowslive-hotmail.com/learnmore/personalize.html?locale=en-us&ocid=TXT_TAGLM_HMWL_reten_addcolor_0607",1
2243,Reply (ASAP),"DR. ChINEDU CHARLE
  87b  RIDER HAGGARD CLOSE
JOHANAESBURG,SOUTH AFFRICA
  
ATTN:
   
  In order to transfer out (US$90 Million)niety million United States Dollars) from ALL TRUST BANK (AT).I have picked-up the trust and courage to write you this letter with devine confidence that you are a reliable and honest person who will be capable for this important business transaction believing also that you will never let me down either now or in the future. 
   
  My name is dr morries adams a senior Auditing Officerwith the ALL TRUST BANK in South Africa. There is an account opened in this bank in 1980 and since 1990 nobody has operated on this account again. After going through some old files in the records, I discovered that if I do not remit this money out urgently it would be forfeited for nothing. The owner of this account is Mr. Fernando Carlos, a foreigner, he was a miner at Kruger gold company, a geologist by profession, and he died since 1990. 
   
  No other person knows about this account or any thing concerning it, the account has no other beneficiary and my investigation proved to me as well that this company does not know anything about this account and the amount involved is (US$90 million)niety million United States Dollars. 
   
  I want to first transfer (US$45 Million)forty five million United States Dollars from this money into a safe foreigners account abroad before the rest. I am contacting you based on the fact that you are a foreigner because this money can only be approved for payment to a foreigner, more so it can not be approved by any local bank here, as this money is in US Dollars hence the former owner of this account is a foreigner too. 
   
  I know that this proposal will come to you as a surprise as we don't know ourselves before, however i got your contact from your Embassy's Commercial Attach I was meant to understand that your race are trustworthy however I did not disclose the purpose of my intention to anybody in the Embassy.Although we will still have to meet possibly, sign some agreement before the final transfer of the fund into any of your chosen designated bank account.
   
  I have involved a very senior official in the operational department and we have agreed that after the transfer of the money into your account, you shall
be entitled to 25% of the total sum, we the officials will take 70% while 5% is for expenses. All necessary precautions have been taken to ensure a risk free
situation on the side of the both parties. Please note that this deal can only take place on the following conditions:-
   
  1.you will provide the bank account and other relevant particulars/information for easy and onward Remittance of this money.
   
  2.absolute confidentiality and sincerity will be required and guaranteed, considering our (me and my partners) positions in the bank.
   
  3.Assurance that our own due share will be released to us in good faith when this money finally gets into your account. This transaction will last for some days as soon as we hear from you.
   
  Please treat with utmost confidentiality. Contact me as quickly as possible through my e-mail box.

  Expecting your urgent response,
   
  Best Regards,
   
  Yours faithfully,

  DR. CHINEDU CHARLE

		
---------------------------------
 All new Yahoo! Mail - 
---------------------------------
Get a sneak peak at messages with a handy reading pane.",1
2244,"enron / hpl acutals for october 3 , 2000","teco tap 60 . 000 / enron ; 68 . 333 / hpl iferc
ls hpl lsk ic 15 . 000 / hpl iferc",0
2245,DEAR FRIEND,"
DEAR FRIEND, 

URGENTLY AND EXTREMELY CONFIDENTIAL. 

I am an Accountant and the chairman of the tender committee which 
awards contract in the department of the petroleum Resources of Nigeria 
. I sent you a letter by post office sometime ago informing you of our 
plan to transfer the sum of US$20.5million (Twenty
million, Five hundred thousand US Dollars only) to your account.

 I have been waiting to hear from you,but up till now, nothing has been 
heard from you hence this particular message. In any case, I guess that 
you may not have received the letter after all due to the shortcomings 
of our postal system. I want you to know that this fund originated from 
an Over-invoiced contract sum which was awarded to a foreign firm in 
1999.

 I and my three (3)other colleagues in the tender Board purposely 
inflated the actual cost of the contract to the tune of US$20.5Million. 
However, the original contractor has fully executed the contract, the 
project commissioned and the contractor paid his actual contract worth, 
leaving behind the over-invoiced sum. So, itis based on this that we 
now want you / your company to come forward to claim this sum on our 
behalf. We are Civil Servants, and we are not allowed to operate 
foreign account while still in office, so you are therefore to act as 
one who had executed a contract worth the sum of US$20.5million for my 
Department and you now want your payment.This deal is 100% risk free. 
We 
are perfectly in charged and had worked out modalities that would 
guarantee a hitch free transfer of this fund to your account. 

We have also mapped out 30% of the total sum for you for your help and 
assistance while the remaining is for me and my colleagues. If you are 
interested in the proposal, and you are a trustworthy person who would 
not sit on this money if it is transferred to your account,kindly 
indicate by contacting me through my private telephone/fax numbers,or 
via my E-mail.You can as well send your bank account details for this 
transfer. This deal must be kept absolutely confidential till we 
succeed. 

Thank you as we look forward to your anticipated co-operation. NOTE 
=After a successful transfer, 30% for you, 60% for us, 10% mapped out 
to settle expenses incurred by both parties in the process oftransfer.

We will also visit you immedaitely we conclude this transaction to 
collect and invest our shares of the total sum into any viable business 
you may advise us in your country. Contact me urgently through my email 
address  philipsss@noolhar.com 
 

Best regards 

PAUL P. UCHECHI 

pls call me on my phone number 234-1-7212507 now for more discussion.




___________________________________________________________________________
Mail sent from WebMail service at PHP-Nuke Powered Site
- http://yoursite.com


",1
2246,re : model for 04 - 25,"hi bill ,
when you get a chance can you correct this day ?
he 14 sale to ciso / powerx 20 mwh should be @ $ 250 . 00
he 15 sale to ciso / powerx should be a 0 mwh ( cut at top of hour )
he 11 and 12 sale to ciso / powerx 25 mwh ' s should be @ $ 215 . 00
also , do you know what the 25 mwh fc / pv swap deal with aep / aps is . we
don ' t show this in our ems . could it be one of enron ' s deals and on the
model
by mistake ? ? prices are $ 350 . 00 and $ 520 . 00 ? ? ?
thanks ,
kathy",0
2247,Please From Sandra......,"Dear,
Good morning to you and how are you getting on?.I do hope that you are
catching up with the goodies of the day in full.Mine here is very hot
and like you know we are living in the refugee camp here in Dakar
Senegal.
In this camp we are only allowed to go out only on Mondays and Friday's
of the weeks. Its just like one staying in the prison and i hope by
Gods grace i will come out here soon.We don't have any relatives now
whom
we can go to all our relatives ran away in the middle of the war the
only person we have now is Rev Godwin Alfred who is the pastor of the
(Christ The King Church) here in the camp he has been very nice to me
since i came here but i am not living with him rather i am leaving in
the
women's hostel because the camp have two hostels one for men the other
for women.
As a refugee here i don't have any right or privilege to any thing be
it money or whatever because it is against the law of this country.I
want to go back to my studies because i only attended my first year
before
the tragic incident that lead to my being in this situation now took
place.Please listen to this,i have my late father's statement of account
and death certificate here with me which i will send to you
latter,because when he was alive he deposited some amount of money which
he
used
my name as the next of kin,the amount in question is $3.5M(Three Million
five Hundred Thousand Dollars).
So i will like you to help me transfer this money to your account and
from it you can send some money for me to get my travelling documents
and air ticket to come over to meet with you.I kept this secret to
people
in the camp here the only person that knows about it is the Reverend
because he is like a father to me. So in the light of above i will like
you to keep it to yourself and don't tell it to anyone for i am afraid
of loosing my life and the money if people gets to know about it.
Remember i am giving you all this information due to the trust i deposed
on
you.I like honest and understanding people,truthful and a man of
vision,truth and hardworking. My favourite language is English but our
language is french but i speak English very fluently.Reply me this email
and
I
will give further details.
telephone urgent as soon you recive the massage for more
details and keep it confidetail sandra5mendesmendes@yahoo.co.nz
my mother is sending her greetings to you and your family.call us
urgent for
more detail
Thanks yours son,
Miss.Sandra Mendes




",1
2248,Invitation from aditya monu,"This is a multi-part message in MIME format. --incrowd_6506e2e6636163656626f7892e636f26d05b3743 Content-Type: text/plain; charset=ISO-8859-1 Content-Transfer-Encoding: 7bit Hello, aditya monu (eagle09) is building his online friends network on : http://en.facebox.com Accept this friendship request and join Facebox! http://en.facebox.com/go/register/id=1531345088&i=t71 Create a personal Facebox web page with - Blog - Photo album - Guestbook - Friends network - Videos- Music- And much more... ---------------------------------------------------------------- Are you already a member? Add aditya monu as a friend: http://en.facebox.com/eagle09/friends/view=add Don't know who aditya monu is? Visit his Facebox profile page.: http://en.facebox.com/eagle09 Do you not wish to receive these e-mails? Block your e-mail address: http://en.facebox.com/go/nomails/invite/email=-cmFkZXZAdW1pY2guZWR1&code=11060960&i=t7&id=1531345088 ---------------------------------------------------------------- --incrowd_6506e2e6636163656626f7892e636f26d05b3743 Content-Type: text/html; charset=ISO-8859-1 Content-Transfer-Encoding: 7bit Invitation from aditya monu Facebox 			Tuesday 24 April at 11:04 		 Invitation from aditya monu eagle09 Hello, aditya monu (eagle09) is building his online friends network on http://en.facebox.com Accept this invitation And join Facebox! Create a personal Facebox web page with Blog Photo album Guestbook Friends network Videos Music And much more... Already a member? Add aditya monu as your friend. Don't know who aditya monu is?  Visit his profilepage. Do you not wish to receive these e-mails? Block your e-mail address. Â  --incrowd_6506e2e6636163656626f7892e636f26d05b3743--",1
